DEB,143388.49
AEP,39079.25
SPY,172080.00
AEP,27286.79
TOR,277.35
LHR,227.24
GRU,1401.29
SCL,274063.75
CRK,16507.53
MAA,23419.14
SPY,155595.00
IAS,1120.30
LXR,6386.67
CRK,19216.67
LXR,9075.15
ALG,26221.43
WAW,1219.06
TOR,414.93
MAA,13309.41
PEK,1116.53
JNB,4985.34
CUN,6774.57
NRT,15035.53
CRK,5671.51
CMB,121224.18
DEB,105014.39
LHR,258.75
LXR,10165.76
DUB,140.76
JED,655.50
HFA,1297.53
GMP,209662.50
SPY,140410.00
PEK,1095.05
MEL,521.00
GOB,9120.00
HFA,431.75
TOR,503.01
LXR,8459.09
DUB,194.95
MAA,31198.84
IAS,737.74
LXR,8746.67
CUN,2471.16
CMB,66457.41
GRU,1988.61
GMP,290687.50
ALG,38064.29
PEK,786.38
GRU,1056.67
DEB,82967.63
AEP,51852.83
SPY,114580.00
LHR,279.33
GMP,301225.00
LXR,9535.76
AKL,581.44
JNB,6251.66
AEP,37735.85
CUN,7234.16
ALG,29600.00
AEP,25024.53
NRT,39923.68
ABV,195140.00
DUB,127.51
CTG,1794647.89
LHR,276.08
GOB,8781.58
SPY,144780.00
GMP,200162.50
PEK,824.86
SPY,135260.00
NRT,39355.26
MEL,300.01
WAW,1043.36
CRK,6331.72
MEL,487.26
NRT,45590.79
GOB,8498.42
CUN,7380.08
GOB,13499.47
MEL,361.41
PRG,7018.06
CMB,145510.62
GOB,12514.21
MAA,21751.65
CTG,954741.78
GMP,293787.50
NRT,40686.84
JED,1491.97
SCL,262207.17
GRU,1955.07
MAA,27540.43
SCL,205163.35
CRK,15613.98
NRT,32177.63
PEK,2330.28
CRK,12995.70
CRK,14458.60
WAW,1610.01
CUN,3313.66
MEL,404.58
GRU,1373.11
GMP,363762.50
DEB,53115.11
WAW,1118.01
AEP,57798.11
NRT,44348.68
DEB,40586.33
LHR,299.42
SCL,119346.61
PEK,2282.52
HFA,834.76
ALG,49657.14
GOB,5806.84
AKL,529.84
DEB,104780.58
MAA,8938.12
CUN,7156.93
CMB,85320.10
SCL,225003.98
DEB,98557.55
SGN,7510750.00
WAW,770.32
SCL,206127.49
CUN,5545.73
WAW,1006.64
CUN,3753.89
CMB,45072.63
WAW,782.69
JED,604.50
MEL,158.25
SGN,7121750.00
CUN,6420.49
GRU,1699.12
HFA,1139.32
SPY,77985.00
DEB,113503.60
JNB,5296.51
LHR,113.56
TOR,146.27
TOR,437.78
AEP,35669.81
NRT,37961.84
SCL,129920.32
PEK,2202.57
JNB,2270.51
SPY,154790.00
TOR,393.84
CUN,2690.70
SPY,99355.00
LHR,214.53
LXR,6797.27
SCL,288764.94
CRK,15980.65
TOR,273.82
AKL,632.05
WAW,1036.28
MAA,9517.33
SPY,132670.00
JED,1398.54
CMB,62475.36
SOF,545.65
JED,385.67
SGN,8798250.00
ABV,191700.00
AEP,65945.28
CUN,4906.26
SCL,102629.48
DEB,81219.42
PRG,6606.25
JED,1136.70
HFA,625.79
CTG,1513521.13
SPY,160460.00
AKL,586.46
JED,1494.11
CUN,3486.72
TOR,422.69
LXR,10475.15
WAW,1085.58
AEP,64490.57
TOR,489.11
CTG,616197.18
ALG,41241.43
LXR,6197.27
CMB,94678.44
ABV,168520.00
CTG,631314.55
GMP,377200.00
GMP,483825.00
SGN,8512000.00
DUB,347.06
ALG,52585.71
LXR,6039.09
LHR,89.21
JNB,1806.63
MEL,270.13
DUB,319.67
LXR,6584.24
LHR,290.36
SPY,113740.00
NRT,28811.84
MEL,223.51
CMB,101500.11
DUB,323.56
NRT,28050.00
CTG,1073802.82
ALG,53652.86
PRG,5037.00
CRK,9800.00
DEB,105928.06
JED,700.64
CTG,1407417.84
SPY,82375.00
SOF,597.35
SGN,8174250.00
AEP,69105.66
SOF,354.15
MAA,14678.22
NRT,19665.79
ABV,92205.00
CTG,797558.69
TOR,257.52
SGN,7095000.00
SPY,83445.00
ABV,82955.00
HFA,1292.29
JNB,5622.69
CRK,6083.87
AEP,50513.21
DEB,95435.25
PRG,7958.16
GOB,12945.79
MAA,28144.39
NRT,48273.68
DEB,103877.70
GRU,1188.61
SCL,243577.69
IAS,503.90
ALG,15162.86
CMB,81907.44
TOR,526.92
ABV,196800.00
WAW,1595.45
PEK,1040.45
MEL,279.62
GRU,542.30
ALG,39715.71
JED,876.25
PRG,4538.43
HFA,1346.54
GOB,20594.74
MAA,20201.32
NRT,28393.42
AEP,65566.04
JNB,3742.58
GOB,17473.68
SPY,180450.00
CUN,4953.51
ALG,42362.86
LXR,4003.94
JNB,2622.86
CUN,3001.33
LXR,7824.85
ABV,77115.00
MEL,394.80
WAW,1097.77
IAS,743.95
SOF,458.87
PEK,730.01
DEB,81384.89
JED,1058.05
SCL,93282.87
LXR,4285.76
PEK,786.04
MEL,315.01
AKL,574.21
DEB,89496.40
LHR,173.27
NRT,51367.11
WAW,1143.79
CMB,131513.25
CTG,1214413.15
AEP,42464.15
GOB,14325.26
PRG,3589.96
CRK,20156.99
LHR,257.60
ABV,62805.00
IAS,1198.82
PRG,4684.65
PEK,814.23
MEL,411.37
AEP,35226.42
AKL,207.81
CRK,9726.34
CRK,7390.86
DEB,40471.22
GMP,364300.00
HFA,792.60
MEL,339.36
NRT,18936.84
MEL,406.64
AKL,511.91
MAA,30711.22
HFA,796.71
ABV,185020.00
ALG,38290.00
AEP,51950.94
ABV,118300.00
PRG,5058.14
ALG,28347.14
AKL,434.38
CMB,46240.60
PEK,2319.51
WAW,979.11
CTG,1725868.54
SGN,5160750.00
LHR,197.92
HFA,736.58
GRU,1761.51
TOR,380.46
WAW,920.80
GRU,995.67
SPY,77900.00
SOF,338.12
DUB,324.20
CMB,91743.92
SGN,8543500.00
DUB,273.07
GMP,378600.00
MEL,163.85
SOF,722.32
CMB,115464.63
NRT,49890.79
AKL,238.01
SGN,5121000.00
SGN,9460500.00
GMP,168750.00
AKL,224.08
ALG,30027.14
TOR,527.23
HFA,1248.36
LHR,188.80
GMP,474137.50
CRK,19976.88
WAW,668.23
ALG,36007.14
MEL,347.56
CMB,74220.75
GOB,11893.16
WAW,876.84
IAS,1299.00
GOB,14189.47
SGN,9822750.00
AEP,21671.70
SGN,6683750.00
IAS,1360.22
ABV,108525.00
JED,668.18
AKL,616.16
CTG,1688638.50
LXR,5337.27
AEP,19662.26
ALG,17832.86
SPY,96230.00
JED,616.89
SGN,5073000.00
AKL,572.28
CRK,9956.99
MEL,340.28
JNB,5156.89
ABV,122700.00
SPY,98435.00
ABV,93465.00
IAS,487.09
AKL,405.25
SCL,254191.24
JED,1111.67
AEP,49343.40
GMP,340350.00
DUB,107.03
TOR,238.93
IAS,491.39
JED,1172.76
NRT,15096.05
MAA,22278.05
CRK,10717.20
TOR,240.02
CUN,5509.68
CRK,19789.25
SCL,255521.91
CMB,39944.52
MAA,17653.47
IAS,1131.54
LHR,217.45
GMP,315275.00
CRK,21340.86
IAS,1510.42
MAA,23477.72
