GMP,337287.5
IAS,703.22
MEL,433.51
CRK,6409.14
CUN,5505.5
CMB,111457.04
CMB,93430.18
CMB,63931.67
MAA,28149.34
CTG,938873.24
DUB,100.12
HFA,1165.38
ALG,39758.57
NRT,13297.37
DUB,208.41
CRK,10134.95
JED,716.74
IAS,1581.88
PEK,1872.56
PEK,900.27
MEL,186.5
ABV,117055
PEK,2344.78
CRK,11465.59
LHR,202.41
IAS,942.14
SCL,177251
WAW,1391.43
TOR,387.17
LHR,308.23
LXR,7650.61
DEB,94046.76
SOF,676.03
GMP,271275
AKL,322.12
CTG,1083192.49
DEB,104823.74
DEB,138363.31
GMP,414075
GRU,1092.99
SOF,723.01
GMP,325325
ABV,82870
AKL,436.23
GMP,151362.5
JED,932.27
GRU,1336.01
NRT,35885.53
DEB,119104.32
AKL,441.07
JNB,6208.2
CRK,8666.67
LHR,272.34
ALG,15282.86
ABV,115025
PEK,1469.04
DUB,356.94
SCL,169370.52
SCL,121904.38
CTG,1244272.3
CTG,656572.77
IAS,1470.55
GRU,1933.23
DDD,150370
GMP,373225
DUB,226.84
ALG,52898.57
SCL,228884.46
CUN,5732.07
HFA,673.15
TOR,385.74
HFA,1105.82
LXR,4760.61
TOR,342.09
AKL,241.22
JNB,3143.11
CMB,74100.3
NRT,31038.16
IAS,1718.76
LHR,173.98
CRK,12709.14
DEB,99464.03
GOB,18521.05
ABV,163505
CTG,664835.68
NRT,48297.37
ALG,28580
JNB,5513.26
SGN,4600750
GRU,718.8
SGN,6155500
WAW,1348.47
MAA,18043.73
PEK,1658.33
CRK,21378.49
ALG,30405.71
JNB,2597.91
MEL,404.23
LHR,263.26
TOR,469.09
DEB,107510.79
AKL,451.96
SCL,224645.42
PEK,1949.39
ALG,32994.29
DEB,72845.32
AEP,22039.62
CTG,1183849.77
DEB,120755.4
LXR,8830.61
CTG,1317464.79
CMB,99131.32
TOR,345.02
CTG,1617417.84
ALG,28342.86
LXR,3512.12
HFA,901.44
CRK,12503.23
PRG,6338.47
AKL,164.93
GOB,14543.68
GRU,1981.5
DUB,367.86
GMP,413187.5
AEP,35273.58
WAW,1652.93
ABV,139235
IAS,1190.48
MAA,26566.01
WAW,603.8
LXR,7790.3
PEK,1126.69
ABV,59775
IAS,1465.7
CUN,2457.87
WAW,1253.54
CRK,14148.92
MEL,564.02
TOR,179.68
SOF,577.79
CRK,8962.37
CMB,70738.74
LXR,10618.79
LHR,101.74
AEP,27333.96
CMB,135060.95
PRG,6107.91
CTG,708309.86
JNB,6139.27
PEK,1937.33
MEL,345.13
TOR,316.86
SCL,310517.93
AEP,69903.77
PEK,1848.17
PEK,987.94
JNB,4629.49
PRG,6769.43
MEL,291.84
JED,1091.11
NRT,32248.68
NRT,17903.95
AEP,25773.58
JED,1141.91
CRK,15112.9
LXR,11826.67
LHR,316.01
SOF,181.75
JED,909.46
ALG,29200
ABV,99055
JED,1139.02
NRT,24176.32
IAS,1651.25
MAA,17150.17
ABV,54495
LHR,266.12
SPY,51170
NRT,39832.89
LHR,125.22
WAW,1251.97
GRU,1200
PEK,2249.25
DUB,316.76
PEK,870.05
PEK,1733.88
JED,757.19
LXR,4019.09
DUB,306.6
JNB,6585.17
LHR,284.27
WAW,931.25
SCL,217633.47
GMP,499375
CMB,113482.74
JED,1007.62
SGN,7312250
PEK,2116.67
DEB,98690.65
LXR,10017.88
CRK,15551.08
HFA,1108.22
PEK,1255.08
HFA,1342.6
AKL,611.27
DUB,130.38
SCL,262685.26
GMP,314637.5
DEB,107884.89
CRK,20663.44
PEK,846.88
SPY,93700
GOB,15892.11
SPY,82160
PRG,8435.37
TOR,413.74
GRU,1729.93
LHR,240.21
SCL,149139.44
DER,2709.76
HFA,746.99
JED,591.07
TOR,303.91
JNB,3782.55
AKL,585.75
MAA,14481.85
JNB,6738.92
DUB,247.76
CTG,1042065.73
SCL,153856.57
IAS,1541.87
MAA,25633.66
LHR,276.58
AEP,58001.89
LXR,5931.21
CUN,4991.46
CUN,4860.91
CTG,1528732.39
SPY,171675
GOB,7176.32
PEK,2553.46
SCL,167521.91
DUB,120.77
SPY,66175
AKL,158.44
CUN,5507.59
HFA,1367.33
WAW,896.63
MAA,9629.54
MAA,8381.19
ALG,36504.29
CUN,5464.71
CTG,539859.15
SGN,7366500
HFA,1113.8
NRT,48302.63
GRU,1696.29
CRK,17437.1
IAS,1638.83
PEK,2107.59
CUN,5255.22
WAW,1159.53
NRT,28225
AKL,294.64
LXR,6544.24
GMP,288987.5
PEK,2473.92
GOB,18071.58
ALG,48615.71
AKL,496.77
AEP,19981.13
ABV,130210
CMB,115720.13
GOB,9505.79
PEK,2246.95
PRG,6085.88
HFA,403.73
GOB,10553.16
JED,744.77
GRU,1098.4
LHR,187.18
SOF,350.29
AEP,41762.26
HFA,1230.1
MAA,24163.37
